id,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5,recommendation6,recommendation7,recommendation8,recommendation9,recommendation10,recommendation11,recommendation12
tt0119586,tt0113362,tt0104658,tt0111342,tt5247544,tt0098220,tt0107002,tt0086420,tt1361835,tt0100851,tt4428788,tt0344604,tt0063771
tt0080012,tt0087072,tt0082477,tt0093225,tt0089904,tt0150786,tt0096976,tt0085859,tt3032096,tt0119842,tt0106379,tt0325002,tt0084459
tt0404552,tt0463034,tt1185242,tt0804461,tt0139792,tt5079362,tt0170348,tt6315022,tt0122743,tt10533178,tt1198075,tt0271882,tt0108585
tt0112922,tt0255067,tt0119879,tt0106215,tt0168080,tt0395125,tt1572491,tt0082346,tt0292886,tt4412362,tt0115487,tt0117883,tt5121816
tt0039029,tt0039080,tt0036719,tt0037055,tt0042281,tt0040178,tt0037632,tt0048199,tt0035659,tt0039896,tt0043955,tt0037990,tt0039893
tt0283952,tt0107079,tt0110186,tt0119311,tt0070350,tt0120169,tt0106500,tt0105450,tt0113305,tt0466856,tt0109035,tt0108876,tt0255819
tt0098347,tt0094921,tt0089017,tt0084412,tt0134619,tt0093493,tt0120835,tt0069226,tt0079123,tt0080945,tt0091638,tt0100200,tt0095593
tt0050709,tt0084340,tt0077936,tt0054734,tt0026725,tt0050669,tt0051679,tt0025509,tt0230534,tt0055336,tt0049877,tt0056636,tt0044907
tt0064363,tt0056504,tt0034274,tt0067112,tt0071396,tt0081856,tt0063693,tt0115906,tt13147656,tt0096289,tt0060662,tt0057997,tt0878695
tt0960741,tt3138558,tt2944198,tt0875608,tt1726717,tt0816436,tt4728386,tt1447499,tt1430082,tt1098356,tt0482374,tt1422136,tt1376709
tt0077235,tt0109729,tt0060371,tt0069976,tt0073906,tt0257038,tt0097334,tt0078490,tt0059447,tt0068853,tt0065775,tt0079271,tt0067927
tt0068168,tt0065579,tt0082220,tt0087414,tt0073453,tt0072973,tt0072325,tt0092627,tt0079668,tt0067350,tt0069792,tt2055698,tt0102048
tt0498120,tt1690389,tt0119828,tt1156143,tt0108167,tt2751390,tt0057336,tt0086890,tt0072204,tt0097555,tt0356999,tt0444112,tt0086542
tt0031387,tt0032390,tt0044406,tt0035640,tt0052077,tt0037151,tt0023694,tt0024554,tt0052602,tt0011130,tt0034521,tt0033787,tt0035939
tt0870090,tt0364801,tt0293007,tt0861739,tt1555149,tt1092016,tt0439547,tt0367859,tt0340468,tt0271383,tt1280567,tt0263124,tt0318590
tt0099044,tt0083511,tt0092644,tt0109254,tt0091129,tt0086960,tt0104114,tt0103859,tt0097481,tt0119664,tt0086465,tt0117218,tt0424840
tt0035980,tt0034622,tt0024471,tt0028829,tt0033477,tt0033852,tt0025101,tt0023007,tt0023125,tt0028804,tt0026922,tt0025161,tt0037990
tt0118632,tt0086423,tt0079239,tt0120402,tt0116275,tt0316356,tt0117666,tt1194263,tt0482857,tt0283897,tt0085168,tt9355220,tt0073885
tt0076106,tt0076913,tt0082121,tt0072351,tt0083107,tt0074281,tt0095662,tt0091295,tt0092798,tt0074207,tt0073282,tt0070350,tt0075223
tt0018836,tt0019195,tt0020589,tt0016884,tt0017449,tt0024481,tt0034328,tt0022453,tt0020641,tt0023196,tt0014109,tt0015842,tt0011439
tt0022689,tt0022227,tt0022436,tt0028356,tt0054989,tt0043343,tt0027459,tt0051666,tt0022268,tt0024727,tt0064041,tt0023369,tt0024262
tt0452694,tt2194499,tt1606389,tt1655441,tt0431308,tt0332280,tt0410297,tt1638002,tt1563738,tt1126618,tt8783930,tt1702439,tt0281358
tt0108071,tt0113670,tt2702920,tt0093935,tt0110367,tt0073675,tt0233277,tt7334352,tt0283084,tt0041855,tt0088727,tt0316396,tt0123987
tt0120804,tt0318627,tt0432021,tt1220634,tt1855325,tt2592614,tt0320691,tt0401855,tt0834001,tt1496025,tt0187738,tt6920084,tt0120611
tt0238119,tt0127626,tt0293901,tt0190506,tt0330243,tt0113971,tt0082755,tt0105185,tt0420318,tt0065908,tt3745620,tt2577150,tt0062228
tt0033174,tt0026519,tt0033533,tt0027593,tt0036172,tt0028816,tt0036950,tt0032221,tt0043792,tt0027258,tt0029002,tt0027214,tt0031038
tt0019304,tt0018379,tt0020018,tt0018515,tt0019630,tt0020686,tt0019344,tt0020112,tt0019993,tt0018526,tt0019429,tt0020827,tt0017743
tt0362120,tt0306047,tt0257106,tt0795461,tt0175142,tt2243537,tt0426592,tt2828996,tt0430304,tt0381707,tt0252866,tt0328828,tt1605630
tt0450336,tt0329276,tt1366365,tt0354623,tt0796305,tt1253864,tt0375154,tt1407084,tt1813486,tt6533240,tt1674784,tt0312549,tt0155711
tt0104779,tt0109579,tt2406252,tt0095174,tt0074811,tt0080009,tt0056291,tt0059646,tt0061655,tt1692486,tt0060268,tt1139328,tt0070913
tt0044391,tt0033804,tt0038854,tt0045555,tt0042593,tt0035169,tt0041452,tt0041239,tt0038559,tt0043924,tt0049456,tt0056625,tt0049966
tt0052782,tt0050381,tt0054850,tt0052604,tt0058311,tt0054422,tt0054851,tt0088380,tt0035317,tt0051951,tt0053041,tt0057271,tt0056042
tt0087589,tt0085678,tt0097500,tt0097579,tt0088024,tt0087222,tt0076905,tt0100602,tt0083619,tt0102744,tt0104926,tt0319180,tt0077646
tt0064310,tt0067983,tt0058405,tt0070270,tt0065580,tt0068596,tt0074083,tt0058977,tt0063255,tt0092772,tt0048287,tt0053961,tt0057226
tt0337909,tt5173200,tt1412386,tt2555736,tt0119164,tt4290888,tt4897908,tt1441951,tt2980648,tt0434124,tt0259446,tt0119280,tt3722070
tt0098219,tt0109351,tt0080832,tt0095654,tt0083326,tt0095845,tt0036959,tt0097800,tt0112893,tt0178145,tt0096221,tt0094172,tt0089424
tt0109195,tt0114706,tt0118745,tt0106980,tt0111174,tt0127751,tt0119013,tt0101369,tt0094961,tt0110215,tt0108277,tt0100500,tt0112998
tt0065777,tt0038913,tt0065782,tt0054749,tt0057171,tt0043809,tt0069823,tt0058335,tt0049839,tt0034493,tt4895994,tt0045274,tt0047313
tt0066826,tt0064355,tt0076686,tt0058124,tt0087193,tt0064897,tt0052017,tt0044811,tt0064793,tt0053772,tt0080397,tt0048272,tt0073822
tt0101545,tt0099797,tt0098356,tt0119381,tt0089997,tt0110712,tt0127349,tt0315983,tt0096522,tt0116281,tt0094006,tt0096094,tt0104400
tt0051629,tt0051688,tt0050471,tt0057905,tt0065451,tt0051461,tt0043389,tt0048806,tt0060483,tt0050797,tt0041253,tt0049472,tt0048666
tt0067017,tt0064939,tt0064321,tt10394874,tt0065852,tt0068313,tt0074213,tt0076478,tt0036931,tt0207374,tt11790094,tt0071642,tt0068211
tt0066921,tt0062622,tt0093058,tt0081505,tt0075314,tt0105236,tt0086250,tt0057012,tt0180093,tt0073486,tt0072684,tt0266697,tt0102926
tt0478134,tt1172991,tt0446755,tt0269347,tt0790712,tt0419294,tt0292963,tt1073241,tt0395972,tt3741632,tt9403508,tt0977855,tt0266987
tt0108188,tt0119250,tt0098360,tt0098967,tt0199683,tt0103704,tt0222851,tt0116767,tt0363226,tt1462667,tt0330229,tt1724962,tt6293042
tt0126765,tt0215681,tt0177242,tt0114704,tt0322545,tt0325733,tt0308449,tt0481369,tt0408777,tt0326429,tt0292242,tt0250258,tt0351238
tt0048750,tt0049470,tt0061107,tt0058329,tt0051207,tt0068611,tt0045897,tt0065112,tt0035279,tt0074512,tt0036342,tt0048728,tt0040746
tt0046330,tt0040556,tt0042488,tt0046196,tt0039893,tt0034514,tt0039080,tt0028269,tt0034415,tt0043372,tt0041158,tt0043983,tt0041671
tt0497316,tt0071115,tt0080365,tt0081974,tt0469045,tt2437548,tt1186788,tt0985593,tt0375785,tt0112849,tt0460636,tt1134664,tt0390450
tt0387055,tt0322824,tt0841925,tt5265964,tt1754367,tt7185916,tt6390634,tt1257562,tt2852376,tt1666168,tt0450680,tt1578267,tt1537401
tt0069442,tt0066989,tt0058458,tt0086551,tt0082370,tt0078771,tt0074152,tt0077315,tt0076155,tt0062695,tt0080610,tt0065651,tt0064990
tt0389790,tt0327084,tt0424095,tt0892782,tt0397892,tt0844471,tt0307453,tt0358082,tt0400717,tt0396555,tt0451079,tt1436562,tt0351283
tt0981072,tt0804505,tt0337559,tt4890452,tt1754656,tt1590764,tt0350261,tt5496628,,,,,
tt0083960,tt0081259,tt0082350,tt0102045,tt0095296,tt0079168,tt0094792,tt0107101,tt0089604,tt0085862,tt0088936,tt0099399,tt0089348
tt0026564,tt0030424,tt0026529,tt0188195,tt0027336,tt0028201,tt0049259,tt0030252,tt0029706,tt0025198,tt0046429,tt0025456,tt0026859
tt0076068,tt0078288,tt0068971,tt0071537,tt0064787,tt0067696,tt0068394,tt0067446,tt0072349,tt0069253,tt0073406,tt0067384,tt0064186
tt0120112,tt8510196,tt0117071,tt3610576,tt11187986,tt0064513,tt0111454,tt0099291,tt2314886,tt0246544,tt0077373,tt0113362,tt0118044
tt0036203,tt0032397,tt0051994,tt0040499,tt0033802,tt0033174,tt0037384,tt0029682,tt0028659,tt0037859,tt0039370,tt0031302,tt0031377
tt0101700,tt0112682,tt1149361,tt0344510,tt0211915,tt0080755,tt6970372,tt0129805,tt2000388,tt0103905,tt11541872,tt8319034,tt9544792
tt0078474,tt0073260,tt0074157,tt0076535,tt3956612,tt0059895,tt0071569,tt0065163,tt0075925,tt0058100,tt0060330,tt0078792,tt0081809
tt0097967,tt0094033,tt0098206,tt0120610,tt0096267,tt0087985,tt0086508,tt14110518,tt0092272,tt0084408,tt0157191,tt0094082,tt0103976
tt0303970,tt0351887,tt0286098,tt0429078,tt3950078,tt0070297,tt0302531,tt5269396,tt4431104,tt0089371,tt1686784,tt0051151,tt2771800
tt0290329,tt0361668,tt0296042,tt0304262,tt0221111,tt0235198,tt0377079,tt0312843,tt0269969,tt0492784,tt0096251,tt0305240,tt0303990
tt0455537,tt1017442,tt0095332,tt0053925,tt0083917,tt0475243,tt0018770,tt0245120,tt0177766,tt5226192,tt13298578,tt1817769,tt12900450
tt0129908,tt0119068,tt0099512,tt0109739,tt0106827,tt0092974,tt0114469,tt0095107,tt0101821,tt0193221,tt0238206,tt0295240,tt0106400
tt0104952,tt0101587,tt0103241,tt0097815,tt0114694,tt0107050,tt0247425,tt0077975,tt0080487,tt0104694,tt0984056,tt0090685,tt0090555
tt0033676,tt0034424,tt0036644,tt0036055,tt0037563,tt0035777,tt0033022,tt0023312,tt0029923,tt0030824,tt0035617,tt0032339,tt0031322
tt0792966,tt0085297,tt0082088,tt0450664,tt1846472,tt0100757,tt0086961,tt0090985,tt0420884,tt0098087,tt1312137,tt1048171,tt1931470
tt0844286,tt0393109,tt9820834,tt1276104,tt0427470,tt7186984,tt3778646,tt14269590,tt0290602,tt9843312,tt2316634,tt0427969,tt0838221
tt0100347,tt0120678,tt0097731,tt0102691,tt0107606,tt0100280,tt0247419,,,,,,
tt0884335,tt1793239,tt0347330,tt2121304,tt1741542,tt0765254,tt4428728,tt11349066,tt2836260,tt2515034,tt0479997,tt7816392,tt0300556
tt0357668,tt0454824,tt0301727,tt0380599,tt1629705,tt0913968,tt0189192,tt3164256,tt1814746,tt0955308,tt3592354,tt4110744,tt0478175
tt0103003,tt0097987,tt0395284,tt0108958,tt0118645,tt0119639,tt0112843,tt0112519,tt0354109,tt0117550,tt0177217,tt0186647,tt0100666
tt0818165,tt0218619,tt0483756,tt3692652,tt0061387,tt0112606,tt5345298,tt0389328,tt0472259,tt10701458,tt0804552,tt0870937,tt5566778
tt0099762,tt0096332,tt0256103,tt0180073,tt0284534,tt0100682,tt0104237,tt0287963,tt1403144,tt0092720,tt0093913,tt0419449,tt0069718
tt0483812,tt1734433,tt0373024,tt0924151,tt3662066,tt3700804,tt3071848,tt2974156,tt1748207,tt0222293,tt0118882,tt1068949,tt0903627
tt0070679,tt0069257,tt0067741,tt0069630,tt0162650,tt0354843,tt1464238,tt0175349,tt0457804,tt15874842,tt4463894,tt0065579,tt0150689
tt0086189,tt0081748,tt0092858,tt0074836,tt0070760,tt0087001,tt0072742,tt0118668,tt0091117,tt0084625,tt0093315,tt0082177,tt0093406
tt0023940,tt0023622,tt0025493,tt0031725,tt0035979,tt0029929,tt0022074,tt8799872,tt0038419,tt0028575,tt0034274,tt0025464,tt0033045
tt0071949,tt0078894,tt0067439,tt0059873,tt0069477,tt0057423,tt12854806,tt0090985,tt0366532,tt0082919,tt0110709,tt10441486,tt0069963
tt0080379,tt0082559,tt0086135,tt0079788,tt0082000,tt0089338,tt0080503,tt0080931,tt0082479,tt0081248,tt0095740,tt0069956,tt0090930
tt0075334,tt0066982,tt0067713,tt0062885,tt0065851,tt0068577,tt0068502,tt0067119,tt0059635,tt0068290,tt0060893,tt0076306,tt0070634
tt0046791,tt0037761,tt0042039,tt0045124,tt0033740,tt0043132,tt0038965,tt0037865,tt0041368,tt0043938,tt0043792,tt0047679,tt0044159
tt0092240,tt0091499,tt0100135,tt0096426,tt0091680,tt0094761,tt0087175,tt6193474,tt0098622,tt0093075,tt0098412,tt0093560,tt0093185
tt0836683,tt3417756,tt4181782,tt1259570,tt1296899,tt2040560,tt1464535,tt1620604,tt1188990,tt0804507,tt6169694,tt0964539,tt0482599
tt0095728,tt0086636,tt0071537,tt0109550,tt0073327,tt0067446,tt0066600,tt0085385,tt0115564,tt0067434,tt0088752,tt0056315,tt0086896
tt0338094,tt14602326,tt0118998,tt0317303,tt0240462,tt0173886,tt0107120,tt0368578,tt0467421,tt1695843,tt0274761,tt0112642,tt0816520
tt0181618,tt0200427,tt0070510,tt1314190,tt0109491,tt0044417,tt0164029,tt0018455,tt0081518,tt0086261,tt0063462,tt0049948,tt0047192
tt0337585,tt0086946,tt0084904,tt1247371,tt0409793,tt0104374,tt0067620,tt0048211,tt0214236,tt0051137,tt15752084,tt0104658,tt0112387
tt0067732,tt0070432,tt0081218,tt0077324,tt0464842,tt0067632,tt0067949,tt0087913,tt0077364,tt1666168,tt0087515,tt0072753,tt0086214
tt0109445,tt0424345,tt0113749,tt0261392,tt0118842,tt0120655,tt0210413,tt6521876,tt11128440,tt0151804,tt0873886,tt0106677,tt0300051
tt0484113,tt1922645,tt1160022,tt2936884,tt2112968,tt0059415,tt0089606,tt2919014,tt0279494,tt0100757,tt0796239,tt0814795,tt5777896
tt0065566,tt0073760,tt0069031,tt0066811,tt0063091,tt0054594,tt0061135,tt0059793,tt0053271,tt0112709,tt0058355,tt0064603,tt0060420
tt0120747,tt0282593,tt0208196,tt0452643,tt0192111,tt0151582,tt0119271,tt0120613,tt0409681,tt0335013,tt0037428,tt0110737,tt0117979
tt0084036,tt0095740,tt0088818,tt0072196,tt0079514,tt0061709,tt0101467,tt0068713,tt0080931,tt0085303,tt3756722,tt0404225,tt0082700
tt0261652,tt0115531,tt0115684,tt0102861,tt0185284,tt0974005,tt0159696,tt0138474,tt0337640,tt0299135,tt0338159,tt0325950,tt0252147
tt0486822,tt1059786,tt0183649,tt5922570,tt0408790,tt0258000,tt0421239,tt1568338,tt0478087,tt1911644,tt1197624,tt0936501,tt0244244
tt0113749,tt0109445,tt0118842,tt0424345,tt0261392,tt0120655,tt6521876,tt0210413,tt0873886,tt0300051,tt7728724,tt11674246,tt0433537
tt0816556,tt4267026,tt0930083,tt3387648,tt1010271,tt0261983,tt1703199,tt2330322,tt1172994,tt0432435,tt2383068,tt2428170,tt1038988
tt0063636,tt0072284,tt0069257,tt0068718,tt0071960,tt0039080,tt0099242,tt0039029,tt0075359,tt0054243,tt0038948,tt0034428,tt0051866
tt0023369,tt0025740,tt0023926,tt0022276,tt0025132,tt0023132,tt0034386,tt0028661,tt0048527,tt0024963,tt0048967,tt0026787,tt0033105
tt0062089,tt0056335,tt0053003,tt0058500,tt0049000,tt0063570,tt0093431,tt0053226,tt0053601,tt0055597,tt0055884,tt0045201,tt0021992
tt0065700,tt0066002,tt4613254,tt0060816,tt0057102,tt0195209,tt0042851,tt6280608,tt0071260,tt0063185,tt0057400,tt0075654,tt1388371
tt0036349,tt0036348,tt0035318,tt0037303,tt0035317,tt0037168,tt0037248,tt0038008,tt0037794,tt0031022,tt0038259,tt0039017,tt0038494
tt0081376,tt0079754,tt0063591,tt0087947,tt0077698,tt0046210,tt0091024,tt11137618,tt0052005,tt0087010,tt0077578,tt0078384,tt0035679
tt0097008,tt0103957,tt10734864,tt0098068,tt0071396,tt9695308,tt0094752,tt0086896,tt13309978,tt0080100,tt0097503,tt0087555,tt6832388
tt0075909,tt0072400,tt0064366,tt0072730,tt0073896,tt0073835,tt0077834,tt0075393,tt0084424,tt0085404,tt0072856,tt0079285,tt0072000
tt0102057,tt0107614,tt0113497,tt0083866,tt0316396,tt0097523,tt0117008,tt0046183,tt6553608,tt0067992,tt0104431,tt0099785,tt0096438
tt0106364,tt0118266,tt0169590,tt0103359,tt0115378,tt3060952,tt4324274,tt0275137,tt7167658,tt6315800,tt5091548,tt7167686,tt3878542
tt0988047,tt1210042,tt0401997,tt0431197,tt0977855,tt3263716,tt0482572,tt0947810,tt1073241,tt0473705,tt0443274,tt0963178,tt0914863
tt0887883,tt1019452,tt0190590,tt1403865,tt0101410,tt0475290,tt0243133,tt2042568,tt6412452,tt0100150,tt0780536,tt0116282,tt0335245
tt0086312,tt0100395,tt0094924,tt0091188,tt0084707,tt0093277,tt0082416,tt0096463,tt0089560,tt0093565,tt0079638,tt0082846,tt0120776
tt0050737,tt0041084,tt0048426,tt0042428,tt0046928,tt0042052,tt0045902,tt0039372,tt0041631,tt0039550,tt0049857,tt0047479,tt0049636
tt0120802,tt0120684,tt0120176,tt9678520,tt0112756,tt0117631,tt0108328,tt0046816,tt0120255,tt6530104,tt0127536,tt0176397,tt0116477
tt0299045,tt0185556,tt0178043,tt0253028,tt0200469,tt0277412,tt0384908,tt1176161,tt1295923,tt0200373,tt0306806,tt1727554,tt0145400
tt0085513,tt0062765,tt0084274,tt0099008,tt0089256,tt0097804,tt0077549,tt0085568,tt0085878,tt0076306,tt0103816,tt0096923,tt0104494
tt0897347,tt0423195,tt1063056,tt0893532,tt0435528,tt1017464,tt1031280,tt1840388,tt0899128,tt1773753,tt0951335,tt2345567,tt3904278
tt0036104,tt0036027,tt0034587,tt0036733,tt0036341,tt0037820,tt0037549,tt0035937,tt0038343,tt0050766,tt0026663,tt0201477,tt0053719
tt0473514,tt1146320,tt1464580,tt1583356,tt0452592,tt1063056,tt0454224,tt1386925,tt1082599,tt0445939,tt0922642,tt0443435,tt0457275
tt0119986,tt0096094,tt0189192,tt0085994,tt0177680,tt1614428,tt0084395,tt0142393,tt0218032,tt0101786,tt0229003,tt0127288,tt0098937
tt0044662,tt0043476,tt0042394,tt0051016,tt0058262,tt0020489,tt0038524,tt0029395,tt0025163,tt0039811,tt0039277,tt0032283,tt0028670
tt0250081,tt0362004,tt1690455,tt0808526,tt0114906,tt4144190,tt0147612,tt0169895,tt2112950,tt3779348,tt0306049,tt5822968,tt6493902
tt0970411,tt0760329,tt0457419,tt0410377,tt0494238,tt0416236,tt0385752,tt0373051,tt0398808,tt0498361,tt0406375,tt0963966,tt0449010
tt0258967,tt0104549,tt0179626,tt0160620,tt0368836,tt0111693,tt0984200,tt0186183,tt0338706,tt1677082,tt0250323,tt0329297,tt0113501
tt0808357,tt0106332,tt0111797,tt0107156,tt0105652,tt0110081,tt1462900,tt0338564,tt14055386,tt1533117,tt0190332,tt0245929,tt7362036
tt0086263,tt0091671,tt0068424,tt0082700,tt0108339,tt0244800,tt0088116,tt0128232,tt0078067,tt0085918,tt0086113,tt0094794,tt0069017
tt0101414,tt0097757,tt0103639,tt0120762,tt0120855,tt2771200,tt0119282,tt0116583,tt0114148,tt0042332,tt0029583,tt0053285,tt0275847
tt0094347,tt0101898,tt0094331,tt0123982,tt0099138,tt0102721,tt0083331,tt0100479,tt0217629,tt0261842,tt0091464,tt0809931,tt1835920
tt0284850,tt0382761,tt0451197,tt0844344,tt1986857,tt0410751,tt0350774,tt0246108,tt0120722,tt0359930,tt0126774,tt0331488,tt0112575
tt0074952,tt0075152,tt0075852,tt0073633,tt0071840,tt0179901,tt0457804,tt0134821,tt0073051,tt0075720,tt0123025,tt0072008,tt1464238
tt0127311,tt0149601,tt0200654,tt0128332,tt0875595,tt0499262,tt1961675,tt0299502,tt1558877,tt0902955,tt0252437,tt0425333,tt0263438
tt0043880,tt0045586,tt0054188,tt0044030,tt0037059,tt0063821,tt0063829,tt0040458,tt0032206,tt0037963,tt0028315,tt0030368,tt0026252
tt0032186,tt0049023,tt0053600,tt0044560,tt0161609,tt0042269,tt0042965,tt0076532,tt0023902,tt0040898,tt0039668,tt0161973,tt0041773
tt0017416,tt0012675,tt0015772,tt0012190,tt0016895,tt0015624,tt0015693,tt0018033,tt0012952,tt0014972,tt0016884,tt0020122,tt0017739
tt0047365,tt0045966,tt0046789,tt0044760,tt0119947,tt0044517,tt0043949,tt0043379,tt0023470,tt0047366,tt0048318,tt0049706,tt0048204
tt0040884,tt0029588,tt0039757,tt0036395,tt0037547,tt0036057,tt0024090,tt0029102,tt0033175,tt0033021,tt0034274,tt0037923,tt0053879
tt0091064,tt0082010,tt0086541,tt0084516,tt0097368,tt0087363,tt0074285,tt0084787,tt0083907,tt0092991,tt0051622,tt0093177,tt0087800
tt0037820,tt0038343,tt0037549,tt0035937,tt0036104,tt0036027,tt0036733,tt0036341,tt0022827,tt0034587,tt5108168,tt0024368,tt0050766
tt0292610,tt1867093,tt1682187,tt1810697,tt0218378,tt2083379,tt0246592,tt0489070,tt2011159,tt1536410,tt0367479,tt0896798,tt0176783
tt0025464,tt0025091,tt0028804,tt0027884,tt0033852,tt0032617,tt0028505,tt0023305,tt0027260,tt0027593,tt0037365,tt0023382,tt0031047
tt0093543,tt0075790,tt0233034,tt3390122,tt0088015,tt0258914,tt0082973,tt0101213,tt0108703,tt0066265,tt0201380,tt0066227,tt0135636
tt0307213,tt0397619,tt0255589,tt0456470,tt2299842,tt2942522,tt0901475,tt0497986,tt0284815,tt0341384,tt0190268,tt0423866,tt0296492
tt0325005,tt0405699,tt1532261,tt1048097,tt0114055,tt0200267,tt0285695,tt0089957,tt0094683,tt14111652,tt0415960,tt0060584,tt0381936
tt0430651,tt0413893,tt0169222,tt0276935,tt1410261,tt0451829,tt0345549,tt0304262,tt1758750,tt0267817,tt2914838,tt0361668,tt0417243
tt0021730,tt0022397,tt0028691,tt0024264,tt0025907,tt0037120,tt0035238,tt0022414,,,,,
tt0211915,tt0338013,tt0169547,tt0118799,tt1675434,tt0180093,tt0120382,tt0457430,tt0268978,tt0066921,tt0344510,tt0110413,tt0097165
tt0042700,tt0041735,tt0044446,tt0047094,tt0037367,tt0034891,tt0042333,tt0038574,tt0038363,tt0040662,tt0066319,tt0048673,tt0046353
tt0101702,tt0099399,tt0090927,tt0089604,tt0102045,tt0094792,tt0107101,tt0092534,tt0119839,tt0118864,tt0194800,tt0087727,tt0099400
tt0029761,tt0029675,tt0040331,tt0039169,tt0035151,tt0032612,tt0031477,tt0058529,tt0027221,tt0036174,tt0038776,tt0035799,tt0028330
tt0020589,tt0023938,tt0020488,tt4923042,tt0024104,tt0040315,tt0023878,tt0035421,tt0279659,tt0093354,tt0042003,tt0056914,tt4940780
tt0479965,tt1273241,tt1587309,tt0337721,tt0171698,tt0227005,tt0119783,tt0085154,tt2063781,tt0323944,tt0914797,tt6515910,tt1215458
tt0069515,tt4085176,tt4095694,tt14821170,tt4193028,tt4472084,tt14812062,tt4084112,tt4208318,tt4083778,tt14811968,tt4136694,tt4085166
tt0323572,tt0796302,tt2967224,tt0124226,tt2203939,tt0209475,tt0251179,tt0141098,tt0488349,tt0414513,tt0427048,tt0373416,tt1034422
tt0425321,tt0107227,tt1423939,tt1529326,tt1796395,tt0477470,tt0110155,tt1527211,tt1459040,tt0418471,tt1423961,tt0390531,tt1085799
tt0034734,tt0037449,tt0035153,tt0034027,tt0046029,tt0036516,tt0057811,tt0046714,tt5913184,tt0033627,tt0035931,tt0064699,tt0047945
tt0116692,tt0161860,tt0452580,tt0780180,tt0120522,tt5581284,tt1630027,tt0119471,tt0477877,tt0118043,tt2320968,tt0116754,tt0100557
tt0357585,tt0400347,tt1314248,tt1540005,tt0844894,tt0200469,tt11467224,tt0283877,tt0453533,tt0995863,tt3695964,tt1204883,tt1299653
tt0118744,tt0221218,tt0116287,tt1093369,tt10303430,tt1198138,tt0278435,tt6610158,tt0120890,tt6111574,tt10691162,tt5022702,tt10962368
tt0109936,tt0106941,tt0101745,tt0093936,tt0102004,tt0108557,tt0112702,tt0094799,tt0090142,tt0115580,tt0103194,tt0112541,tt0089820
tt0145529,tt0182374,tt0154901,tt0179861,tt0116097,tt0212458,tt1999125,tt0338034,tt0758754,tt0267679,tt0217720,tt7449200,tt0370295
tt0048317,tt0043123,tt0052278,tt0044370,tt0057581,tt0045591,tt0040745,tt0058571,tt0043030,tt0053172,tt0055100,tt0054084,tt0043762
tt0104070,tt0094332,tt0116313,tt0098309,tt0093693,tt0161081,tt0120791,tt0115963,tt1300572,tt0106220,tt0104452,tt0101272,tt0077714
tt0314121,tt2857458,tt0151572,tt1206285,tt0257231,tt0115487,tt0301524,tt0094641,tt1572491,tt0120868,tt0146468,tt0292886,tt0168080
tt0040720,tt0037508,tt0041178,tt0040175,tt0047603,tt0043643,tt0044860,tt0043131,tt0044357,tt0039036,tt0037980,tt0044863,tt0039286
tt0101465,tt0061955,tt0059241,tt0110944,tt0051964,tt0072131,tt0111342,tt0076155,tt0094105,tt0046429,tt0075614,tt0064285,tt0364109
tt0262246,tt0281718,tt1193460,tt0475783,tt0295368,tt1442512,tt0261552,tt0875025,tt0354668,tt0306909,tt0296696,tt0216605,tt0457007
tt0209280,tt0110816,tt0269771,tt0204709,tt0106999,tt2379318,tt0815092,tt0099604,tt2465578,,,,
tt0088133,tt0086578,tt0091853,tt11847918,tt0082619,tt1736571,tt0082984,tt0086058,tt0081144,tt0099581,tt0099242,tt0093895,tt0089715
tt0089283,tt0093044,tt0099606,tt0092206,tt0085755,tt0103303,tt0075765,tt0071229,tt6533724,tt0090567,tt0062868,tt0097166,tt0067216
